SN,Volatge,Current,mAH
135.5,3.225,293,12
136.0,3.225,293,12
136.5,3.225,293,12
137.0,3.225,293,12
137.5,3.225,293,12
138.0,3.225,293,12
138.5,3.225,293,12
139.0,3.225,293,13
139.5,3.225,293,13
140.0,3.225,293,13
140.5,3.225,293,13
141.0,3.225,293,13
141.5,3.225,293,13
142.0,3.225,293,13
142.5,3.224,293,13
143.0,3.224,293,13
143.5,3.224,293,13
144.0,3.224,293,13
144.5,3.224,293,13
145.0,3.224,293,13
145.5,3.224,293,13
146.0,3.224,293,13
146.5,3.224,293,13
147.0,3.224,293,13
147.5,3.224,293,13
148.0,3.224,293,13
148.5,3.224,293,13
149.0,3.224,293,13
149.5,3.224,293,13
150.0,3.223,311,14
150.5,3.223,311,14
151.0,3.223,312,14
151.5,3.223,311,14
152.0,3.223,311,14
152.5,3.223,312,14
153.0,3.223,312,14
153.5,3.223,312,14
154.0,3.223,312,14
154.5,3.223,311,14
155.0,3.223,311,14
155.5,3.223,312,14
156.0,3.223,312,14
156.5,3.223,312,14
157.0,3.223,311,14
157.5,3.223,311,14
158.0,3.223,312,14
158.5,3.223,312,14
159.0,3.223,312,14
159.5,3.223,312,14
160.0,3.223,311,14
160.5,3.223,311,14
161.0,3.223,311,15
161.5,3.223,312,15
162.0,3.223,312,15
162.5,3.222,311,15
163.0,3.222,311,15
163.5,3.222,311,15
164.0,3.222,311,15
164.5,3.222,311,15
165.0,3.222,311,15
165.5,3.222,293,15
166.0,3.222,293,15
166.5,3.222,293,15
167.0,3.222,293,15
167.5,3.222,293,15
168.0,3.222,293,15
168.5,3.222,293,15
169.0,3.221,293,15
169.5,3.221,293,15
170.0,3.221,293,15
170.5,3.222,293,16
171.0,3.222,293,16
171.5,3.221,293,16
172.0,3.221,293,16
172.5,3.221,293,16
173.0,3.221,293,16
173.5,3.221,293,16
174.0,3.221,293,16
174.5,3.221,293,16
175.0,3.221,293,16
175.5,3.221,293,16
176.0,3.221,293,16
176.5,3.221,293,16
177.0,3.221,293,16
177.5,3.221,293,16
178.0,3.221,293,16
178.5,3.221,293,16
179.0,3.221,293,16
179.5,3.221,293,16
180.0,3.221,293,16
180.5,3.221,311,16
181.0,3.221,311,16
181.5,3.221,312,17
182.0,3.221,312,17
182.5,3.221,312,17
183.0,3.221,312,17
183.5,3.221,312,17
184.0,3.221,311,17
184.5,3.221,311,17
185.0,3.22,312,17
185.5,3.22,312,17
186.0,3.22,311,17
186.5,3.22,311,17
187.0,3.22,311,17
187.5,3.22,311,17
188.0,3.22,311,17
188.5,3.22,311,17
189.0,3.22,311,17
189.5,3.22,311,17
190.0,3.22,311,17
190.5,3.22,312,17
191.0,3.22,312,17
191.5,3.22,312,17
192.0,3.22,312,17
192.5,3.22,312,18
193.0,3.22,312,18
193.5,3.22,311,18
194.0,3.22,311,18
194.5,3.22,311,18
195.0,3.22,312,18
195.5,3.22,312,18
196.0,3.22,293,18
196.5,3.22,293,18
197.0,3.22,293,18
197.5,3.22,293,18
198.0,3.22,293,18
198.5,3.22,293,18
199.0,3.22,293,18
199.5,3.22,293,18
200.0,3.22,293,18
200.5,3.22,293,18
201.0,3.22,293,18
201.5,3.22,293,18
202.0,3.22,293,18
202.5,3.22,293,18
203.0,3.22,293,19
203.5,3.22,293,19
204.0,3.22,293,19
204.5,3.22,293,19
205.0,3.22,293,19
205.5,3.22,293,19
206.0,3.22,293,19
206.5,3.22,293,19
207.0,3.22,293,19
207.5,3.22,293,19
208.0,3.219,293,19
208.5,3.219,293,19
209.0,3.219,293,19
209.5,3.219,293,19
210.0,3.219,293,19
210.5,3.219,293,19
211.0,3.219,293,19
211.5,3.219,293,19
212.0,3.219,293,19
212.5,3.219,311,19
213.0,3.219,311,19
213.5,3.219,311,19
214.0,3.219,312,20
214.5,3.219,312,20
215.0,3.22,311,20
215.5,3.22,311,20
216.0,3.22,312,20
216.5,3.22,312,20
217.0,3.219,312,20
217.5,3.219,311,20
218.0,3.219,311,20
218.5,3.219,311,20
219.0,3.219,311,20
219.5,3.219,311,20
220.0,3.219,311,20
220.5,3.219,312,20
221.0,3.219,312,20
221.5,3.219,312,20
222.0,3.219,312,20
222.5,3.219,311,20
223.0,3.219,312,20
223.5,3.219,312,20
224.0,3.219,312,21
224.5,3.219,312,21
225.0,3.219,312,21
225.5,3.219,312,21
226.0,3.219,311,21
226.5,3.219,311,21
227.0,3.219,312,21
227.5,3.219,293,21
228.0,3.219,293,21
228.5,3.219,293,21
229.0,3.219,293,21
229.5,3.219,293,21
230.0,3.219,293,21
230.5,3.219,293,21
231.0,3.219,293,21
231.5,3.219,293,21
232.0,3.219,293,21
232.5,3.219,293,21
233.0,3.219,293,21
233.5,3.219,293,21
234.0,3.219,291,21
234.5,3.219,291,21
235.0,3.219,293,21
235.5,3.219,293,21
236.0,3.219,293,22
236.5,3.219,293,22
237.0,3.219,293,22
237.5,3.219,293,22
238.0,3.219,293,22
238.5,3.219,293,22
239.0,3.219,293,22
239.5,3.219,293,22
240.0,3.219,293,22
240.5,3.219,293,22
241.0,3.219,293,22
241.5,3.219,293,22
242.0,3.219,293,22
242.5,3.219,293,22
243.0,3.219,293,22
243.5,3.219,293,22
244.0,3.219,312,22
244.5,3.219,312,22
245.0,3.219,312,22
245.5,3.219,311,22
246.0,3.219,311,22
246.5,3.219,311,23
247.0,3.219,311,23
247.5,3.219,312,23
248.0,3.219,312,23
248.5,3.219,312,23
249.0,3.219,312,23
249.5,3.219,312,23
250.0,3.219,311,23
250.5,3.219,311,23
251.0,3.219,311,23
251.5,3.219,311,23
252.0,3.219,312,23
252.5,3.219,312,23
253.0,3.219,311,23
253.5,3.219,311,23
254.0,3.219,312,23
254.5,3.219,312,23
255.0,3.219,312,23
255.5,3.219,312,23
256.0,3.219,312,23
256.5,3.219,312,24
257.0,3.219,312,24
257.5,3.219,312,24
258.0,3.219,312,24
258.5,3.219,311,24
259.0,3.219,293,24
259.5,3.219,293,24
260.0,3.219,293,24
260.5,3.219,293,24
261.0,3.219,293,24
261.5,3.219,293,24
262.0,3.218,293,24
262.5,3.218,293,24
263.0,3.219,293,24
263.5,3.219,293,24
264.0,3.219,293,24
264.5,3.219,293,24
265.0,3.219,293,24
265.5,3.219,293,24
266.0,3.219,293,24
266.5,3.218,293,24
267.0,3.218,293,24
267.5,3.219,293,25
268.0,3.219,293,25
268.5,3.218,293,25
269.0,3.219,293,25
269.5,3.219,293,25
270.0,3.219,293,25
270.5,3.219,293,25
271.0,3.218,293,25
271.5,3.218,293,25
272.0,3.219,293,25
272.5,3.219,293,25
273.0,3.218,293,25
273.5,3.218,293,25
274.0,3.218,293,25
274.5,3.219,311,25
275.0,3.219,311,25
275.5,3.219,312,25
276.0,3.219,312,25
276.5,3.219,312,25
277.0,3.219,312,25
277.5,3.219,311,25
278.0,3.219,311,25
278.5,3.219,312,26
279.0,3.219,312,26
279.5,3.219,311,26
280.0,3.218,312,26
280.5,3.218,312,26
281.0,3.219,311,26
281.5,3.219,311,26
282.0,3.219,311,26
282.5,3.219,311,26
283.0,3.219,311,26
283.5,3.219,311,26
284.0,3.218,311,26
284.5,3.218,311,26
285.0,3.218,312,26
285.5,3.218,312,26
286.0,3.218,312,26
286.5,3.218,311,26
287.0,3.218,311,26
287.5,3.218,311,26
288.0,3.218,311,26
288.5,3.218,312,26
289.0,3.218,312,26
289.5,3.218,311,27
290.0,3.218,311,27
290.5,3.218,311,27
291.0,3.218,293,27
291.5,3.218,293,27
292.0,3.218,293,27
292.5,3.218,293,27
293.0,3.219,293,27
293.5,3.219,293,27
294.0,3.219,293,27
294.5,3.219,293,27
295.0,3.218,293,27
295.5,3.218,293,27
296.0,3.218,293,27
296.5,3.218,293,27
297.0,3.218,293,27
297.5,3.218,293,27
298.0,3.218,293,27
298.5,3.218,293,27
299.0,3.218,293,27
299.5,3.218,293,27
300.0,3.218,293,28
300.5,3.218,293,28
301.0,3.218,293,28
301.5,3.218,293,28
302.0,3.219,293,28
302.5,3.219,293,28
303.0,3.219,293,28
303.5,3.219,293,28
304.0,3.219,295,28
304.5,3.219,295,28
305.0,3.218,293,28
305.5,3.218,293,28
306.0,3.218,293,28
306.5,3.218,311,28
307.0,3.218,311,28
307.5,3.218,312,28
308.0,3.218,312,28
308.5,3.218,311,28
309.0,3.218,311,28
309.5,3.218,312,28
310.0,3.218,312,28
310.5,3.218,312,28
311.0,3.218,311,29
311.5,3.218,311,29
312.0,3.218,311,29
312.5,3.218,311,29
313.0,3.218,311,29
313.5,3.218,311,29
314.0,3.218,311,29
314.5,3.218,311,29
315.0,3.219,312,29
315.5,3.218,312,29
316.0,3.218,312,29
316.5,3.218,311,29
317.0,3.218,311,29
317.5,3.218,311,29
318.0,3.218,311,29
318.5,3.218,312,29
319.0,3.218,312,29
319.5,3.218,311,29
320.0,3.218,311,29
320.5,3.218,312,29
321.0,3.218,312,29
321.5,3.218,312,29
322.0,3.218,311,30
322.5,3.218,311,30
323.0,3.218,293,30
323.5,3.218,293,30
324.0,3.218,293,30
324.5,3.218,293,30
325.0,3.218,293,30
325.5,3.218,293,30
326.0,3.218,293,30
326.5,3.218,295,30
327.0,3.218,295,30
327.5,3.218,293,30
328.0,3.218,293,30
328.5,3.218,293,30
329.0,3.218,293,30
329.5,3.218,293,30
330.0,3.218,293,30
330.5,3.218,293,30
331.0,3.218,293,30
331.5,3.218,293,30
332.0,3.218,293,30
332.5,3.218,293,30
333.0,3.218,293,31
333.5,3.218,293,31
334.0,3.218,293,31
334.5,3.218,293,31
335.0,3.218,293,31
335.5,3.218,293,31
336.0,3.218,293,31
336.5,3.218,293,31
337.0,3.218,293,31
337.5,3.218,293,31
338.0,3.218,293,31
338.5,3.218,293,31
339.0,3.218,293,31
339.5,3.218,312,31
340.0,3.218,312,31
340.5,3.218,311,31
341.0,3.218,311,31
341.5,3.218,312,31
342.0,3.218,312,31
342.5,3.218,311,31
343.0,3.218,311,32
343.5,3.218,311,32
344.0,3.218,312,32
344.5,3.218,312,32
345.0,3.218,312,32
345.5,3.218,312,32
346.0,3.218,311,32
346.5,3.218,311,32
347.0,3.218,311,32
347.5,3.218,311,32
348.0,3.218,311,32
348.5,3.218,311,32
349.0,3.218,311,32
349.5,3.218,312,32
350.0,3.218,312,32
350.5,3.218,312,32
351.0,3.218,312,32
351.5,3.218,312,32
352.0,3.218,312,32
352.5,3.218,311,32
353.0,3.218,312,33
353.5,3.218,312,33
354.0,3.218,312,33
354.5,3.218,312,33
355.0,3.218,293,33
355.5,3.218,293,33
356.0,3.218,293,33
356.5,3.218,293,33
357.0,3.218,293,33
357.5,3.218,293,33
358.0,3.218,293,33
358.5,3.218,293,33
359.0,3.218,293,33
359.5,3.218,293,33
360.0,3.218,293,33
360.5,3.218,293,33
361.0,3.218,293,33
361.5,3.218,293,33
362.0,3.218,293,33
362.5,3.218,293,33
363.0,3.218,293,33
363.5,3.218,293,33
364.0,3.218,293,33
364.5,3.218,293,33
365.0,3.218,293,34
365.5,3.218,293,34
366.0,3.218,293,34
366.5,3.218,293,34
367.0,3.218,293,34
367.5,3.218,293,34
368.0,3.218,293,34
368.5,3.218,293,34
369.0,3.218,293,34
369.5,3.218,293,34
370.0,3.218,293,34
370.5,3.218,293,34
371.0,3.218,293,34
371.5,3.218,311,34
372.0,3.218,311,34
372.5,3.218,311,34
373.0,3.218,312,34
373.5,3.218,312,34
374.0,3.218,312,34
374.5,3.218,312,34
375.0,3.218,312,34
375.5,3.218,312,34
376.0,3.218,312,35
376.5,3.218,312,35
377.0,3.218,311,35
377.5,3.218,311,35
378.0,3.218,312,35
378.5,3.218,312,35
379.0,3.218,312,35
379.5,3.218,312,35
380.0,3.218,312,35
380.5,3.218,312,35
381.0,3.218,312,35
381.5,3.218,311,35
382.0,3.218,311,35
382.5,3.218,311,35
383.0,3.218,311,35
383.5,3.218,311,35
384.0,3.218,311,35
384.5,3.218,311,35
385.0,3.218,311,35
385.5,3.218,311,35
386.0,3.218,311,36
386.5,3.218,311,36
387.0,3.218,293,36
387.5,3.218,293,36
388.0,3.218,293,36
388.5,3.218,293,36
389.0,3.218,293,36
389.5,3.218,293,36
390.0,3.218,293,36
390.5,3.218,293,36
391.0,3.218,293,36
391.5,3.218,293,36
392.0,3.218,293,36
392.5,3.218,293,36
393.0,3.218,293,36
393.5,3.218,293,36
394.0,3.218,293,36
394.5,3.218,293,36
395.0,3.218,293,36
395.5,3.218,293,36
396.0,3.218,293,36
396.5,3.218,293,36
397.0,3.218,291,37
397.5,3.218,291,37
398.0,3.218,291,37
398.5,3.218,293,37
399.0,3.218,293,37
399.5,3.218,293,37
400.0,3.218,293,37
400.5,3.218,293,37
401.0,3.218,293,37
401.5,3.218,293,37
402.0,3.218,293,37
402.5,3.218,293,37
403.0,3.218,311,37
403.5,3.218,311,37
404.0,3.218,311,37
404.5,3.218,311,37
405.0,3.218,312,37
405.5,3.218,312,37
406.0,3.217,311,37
406.5,3.217,312,37
407.0,3.217,312,37
407.5,3.217,311,38
408.0,3.217,311,38
408.5,3.218,311,38
409.0,3.218,311,38
409.5,3.218,311,38
410.0,3.218,311,38
410.5,3.218,312,38
411.0,3.218,312,38
411.5,3.218,312,38
412.0,3.218,312,38
412.5,3.218,312,38
413.0,3.218,311,38
413.5,3.218,311,38
414.0,3.218,312,38
414.5,3.218,312,38
415.0,3.218,311,38
415.5,3.218,311,38
416.0,3.218,312,38
416.5,3.218,312,38
417.0,3.218,312,38
417.5,3.218,312,38
418.0,3.218,312,38
418.5,3.218,293,39
419.0,3.218,293,39
419.5,3.218,293,39
420.0,3.218,293,39
420.5,3.218,293,39
421.0,3.218,293,39
421.5,3.218,293,39
422.0,3.218,293,39
422.5,3.218,293,39
423.0,3.218,293,39
423.5,3.218,293,39
424.0,3.218,293,39
424.5,3.218,293,39
425.0,3.218,293,39
425.5,3.218,293,39
426.0,3.218,293,39
426.5,3.218,293,39
427.0,3.218,293,39
427.5,3.218,293,39
428.0,3.218,293,39
428.5,3.218,293,39
429.0,3.218,293,39
429.5,3.218,293,40
430.0,3.218,293,40
430.5,3.218,293,40
431.0,3.218,293,40
431.5,3.218,293,40
432.0,3.218,293,40
432.5,3.218,293,40
433.0,3.218,293,40
433.5,3.218,293,40
434.0,3.218,312,40
434.5,3.218,312,40
435.0,3.218,312,40
435.5,3.218,312,40
436.0,3.218,312,40
436.5,3.218,312,40
437.0,3.218,312,40
437.5,3.218,312,40
438.0,3.218,312,40
438.5,3.218,312,40
439.0,3.218,312,40
439.5,3.218,312,41
440.0,3.218,312,41
440.5,3.218,312,41
441.0,3.218,312,41
441.5,3.218,312,41
442.0,3.218,312,41
442.5,3.218,312,41
443.0,3.218,312,41
443.5,3.218,312,41
444.0,3.218,314,41
444.5,3.218,314,41
445.0,3.218,312,41
445.5,3.218,312,41
446.0,3.218,312,41
446.5,3.218,312,41
447.0,3.218,312,41
447.5,3.218,312,41
448.0,3.218,312,41
448.5,3.218,312,41
449.0,3.218,293,41
449.5,3.218,293,41
450.0,3.218,293,41
450.5,3.218,293,42
451.0,3.218,293,42
451.5,3.218,293,42
452.0,3.218,293,42
452.5,3.218,293,42
453.0,3.218,293,42
453.5,3.217,293,42
454.0,3.217,293,42
454.5,3.217,293,42
455.0,3.217,293,42
455.5,3.217,293,42
456.0,3.218,293,42
456.5,3.218,293,42
457.0,3.217,293,42
457.5,3.217,293,42
458.0,3.218,295,42
458.5,3.218,295,42
459.0,3.218,293,42
459.5,3.218,293,42
460.0,3.218,293,42
460.5,3.218,295,42
461.0,3.218,295,42
461.5,3.217,293,43
462.0,3.217,293,43
462.5,3.217,293,43
463.0,3.217,293,43
463.5,3.217,293,43
464.0,3.218,293,43
464.5,3.218,293,43
465.0,3.218,312,43
465.5,3.218,312,43
466.0,3.218,312,43
466.5,3.218,312,43
467.0,3.218,311,43
467.5,3.218,311,43
468.0,3.218,311,43
468.5,3.217,312,43
469.0,3.217,312,43
469.5,3.217,311,43
470.0,3.217,311,43
470.5,3.217,311,43
471.0,3.217,311,43
471.5,3.217,312,43
472.0,3.217,312,43
472.5,3.217,311,44
473.0,3.217,311,44
473.5,3.218,311,44
474.0,3.217,311,44
474.5,3.217,311,44
475.0,3.218,311,44
475.5,3.218,311,44
476.0,3.217,312,44
476.5,3.217,312,44
477.0,3.218,312,44
477.5,3.218,312,44
478.0,3.217,311,44
478.5,3.218,312,44
479.0,3.218,312,44
479.5,3.217,311,44
480.0,3.217,311,44
480.5,3.217,293,44
481.0,3.217,293,44
481.5,3.217,293,44
482.0,3.217,293,44
482.5,3.217,293,45
483.0,3.217,293,45
483.5,3.217,293,45
484.0,3.217,293,45
484.5,3.217,293,45
485.0,3.217,293,45
485.5,3.217,293,45
486.0,3.217,293,45
486.5,3.217,293,45
487.0,3.217,293,45
487.5,3.217,293,45
488.0,3.217,293,45
488.5,3.217,293,45
489.0,3.217,293,45
489.5,3.217,293,45
490.0,3.217,293,45
490.5,3.217,293,45
491.0,3.217,293,45
491.5,3.217,293,45
492.0,3.217,293,45
492.5,3.217,293,45
493.0,3.217,293,45
493.5,3.217,293,45
494.0,3.217,293,46
494.5,3.217,293,46
495.0,3.217,293,46
495.5,3.217,293,46
496.0,3.217,293,46
496.5,3.217,293,46
497.0,3.217,312,46
497.5,3.217,312,46
498.0,3.217,311,46
498.5,3.217,311,46
499.0,3.217,311,46
499.5,3.217,311,46
500.0,3.217,311,46
500.5,3.217,311,46
501.0,3.217,311,46
501.5,3.217,312,46
502.0,3.217,312,46
502.5,3.217,311,46
503.0,3.217,311,46
503.5,3.217,311,46
504.0,3.217,312,47
504.5,3.217,312,47
505.0,3.217,311,47
505.5,3.217,311,47
506.0,3.217,311,47
506.5,3.217,311,47
507.0,3.217,311,47
507.5,3.217,311,47
508.0,3.217,311,47
508.5,3.217,311,47
509.0,3.217,311,47
509.5,3.217,311,47
510.0,3.217,311,47
510.5,3.217,311,47
511.0,3.217,311,47
511.5,3.217,312,47
512.0,3.217,312,47
512.5,3.217,312,47
513.0,3.217,312,47
513.5,3.217,293,47
514.0,3.217,293,47
514.5,3.217,293,47
515.0,3.217,293,48
515.5,3.217,293,48
516.0,3.217,293,48
516.5,3.217,293,48
517.0,3.217,293,48
517.5,3.217,293,48
518.0,3.217,293,48
518.5,3.217,293,48
519.0,3.217,293,48
519.5,3.217,293,48
520.0,3.217,293,48
520.5,3.217,293,48
521.0,3.217,293,48
521.5,3.217,293,48
522.0,3.217,293,48
522.5,3.217,293,48
523.0,3.217,293,48
523.5,3.217,293,48
524.0,3.217,293,48
524.5,3.217,293,48
525.0,3.217,293,48
525.5,3.217,293,48
526.0,3.217,293,49
526.5,3.217,293,49
527.0,3.217,293,49
527.5,3.217,293,49
528.0,3.217,293,49
528.5,3.217,293,49
529.0,3.217,311,49
529.5,3.217,312,49
530.0,3.217,312,49
530.5,3.217,311,49
531.0,3.217,311,49
531.5,3.217,312,49
532.0,3.217,312,49
532.5,3.217,311,49
533.0,3.217,311,49
533.5,3.217,312,49
534.0,3.217,312,49
534.5,3.217,312,49
535.0,3.217,312,49
535.5,3.217,311,49
536.0,3.217,311,49
536.5,3.217,311,49
537.0,3.217,312,50
537.5,3.217,312,50
538.0,3.217,311,50
538.5,3.217,311,50
539.0,3.217,312,50
539.5,3.217,312,50
540.0,3.217,312,50
540.5,3.217,312,50
541.0,3.217,312,50
541.5,3.217,312,50
542.0,3.217,312,50
542.5,3.218,312,50
543.0,3.218,312,50
543.5,3.217,311,50
544.0,3.217,311,50
544.5,3.217,312,50
545.0,3.217,293,50
545.5,3.217,293,50
546.0,3.217,293,50
546.5,3.217,293,50
547.0,3.217,293,50
547.5,3.217,293,50
548.0,3.217,295,51
548.5,3.217,295,51
549.0,3.218,293,51
549.5,3.218,293,51
550.0,3.218,293,51
550.5,3.217,293,51
551.0,3.217,293,51
551.5,3.217,293,51
552.0,3.217,293,51
552.5,3.217,293,51
553.0,3.217,293,51
553.5,3.217,293,51
554.0,3.217,293,51
554.5,3.217,293,51
555.0,3.217,293,51
555.5,3.217,293,51
556.0,3.217,295,51
556.5,3.217,295,51
557.0,3.217,293,51
557.5,3.217,293,51
558.0,3.217,293,51
558.5,3.217,293,51
559.0,3.217,293,52
559.5,3.217,293,52
560.0,3.217,293,52
560.5,3.217,293,52
561.0,3.217,293,52
561.5,3.217,311,52
562.0,3.217,311,52
562.5,3.217,312,52
563.0,3.217,312,52
563.5,3.217,312,52
564.0,3.217,312,52
564.5,3.217,311,52
565.0,3.217,312,52
565.5,3.217,312,52
566.0,3.217,312,52
566.5,3.217,312,52
567.0,3.217,312,52
567.5,3.217,312,52
568.0,3.216,311,52
568.5,3.216,311,52
569.0,3.217,312,52
569.5,3.217,312,52
570.0,3.217,312,53
570.5,3.217,312,53
571.0,3.217,312,53
571.5,3.217,311,53
572.0,3.217,311,53
572.5,3.217,312,53
573.0,3.217,312,53
573.5,3.217,311,53
574.0,3.217,311,53
574.5,3.217,311,53
575.0,3.217,311,53
575.5,3.217,311,53
576.0,3.217,312,53
576.5,3.217,312,53
577.0,3.217,293,53
577.5,3.217,293,53
578.0,3.217,293,53
578.5,3.217,293,53
579.0,3.217,293,53
579.5,3.217,293,53
580.0,3.217,293,53
580.5,3.217,293,54
581.0,3.217,293,54
581.5,3.217,293,54
