SN,Volatge,Current,mAH
86.0,3.417,697,18
86.5,3.417,697,18
87.0,3.417,715,18
87.5,3.417,715,18
88.0,3.418,700,18
88.5,3.418,700,18
89.0,3.418,715,18
89.5,3.419,715,18
90.0,3.419,715,18
90.5,3.418,703,19
91.0,3.418,703,19
91.5,3.418,715,19
92.0,3.418,715,19
92.5,3.419,706,19
93.0,3.419,706,19
93.5,3.418,709,19
94.0,3.418,709,19
94.5,3.419,709,20
95.0,3.419,709,20
95.5,3.419,715,20
96.0,3.419,715,20
96.5,3.42,683,20
97.0,3.42,683,20
97.5,3.419,706,20
98.0,3.419,706,20
98.5,3.419,706,20
99.0,3.419,680,21
99.5,3.419,680,21
100.0,3.42,706,21
100.5,3.42,706,21
101.0,3.42,703,21
101.5,3.42,703,21
102.0,3.42,700,21
102.5,3.42,697,21
103.0,3.42,697,21
103.5,3.42,715,22
104.0,3.42,715,22
104.5,3.42,715,22
105.0,3.42,715,22
105.5,3.42,695,22
106.0,3.42,695,22
106.5,3.42,689,22
107.0,3.42,689,22
107.5,3.421,689,22
108.0,3.421,689,23
108.5,3.421,689,23
109.0,3.421,686,23
109.5,3.421,686,23
110.0,3.422,686,23
110.5,3.422,686,23
111.0,3.422,686,23
111.5,3.422,686,23
112.0,3.421,715,23
112.5,3.421,709,23
113.0,3.421,709,23
113.5,3.421,709,24
114.0,3.421,709,24
114.5,3.422,715,24
115.0,3.422,715,24
115.5,3.422,677,24
116.0,3.422,677,24
116.5,3.422,677,24
117.0,3.422,677,24
117.5,3.422,677,24
118.0,3.422,677,25
118.5,3.422,677,25
119.0,3.422,700,25
119.5,3.422,700,25
120.0,3.422,715,25
120.5,3.423,697,25
121.0,3.423,697,25
121.5,3.422,700,25
122.0,3.422,700,25
122.5,3.423,700,26
123.0,3.423,700,26
123.5,3.423,715,26
124.0,3.424,703,26
124.5,3.424,703,26
125.0,3.423,703,26
125.5,3.423,703,26
126.0,3.423,715,26
126.5,3.423,715,26
127.0,3.424,715,27
127.5,3.424,715,27
128.0,3.424,680,27
128.5,3.424,680,27
129.0,3.424,709,27
129.5,3.424,683,27
130.0,3.424,683,27
130.5,3.423,677,27
131.0,3.423,677,27
131.5,3.423,677,28
132.0,3.423,677,28
132.5,3.423,677,28
133.0,3.423,677,28
133.5,3.423,703,28
134.0,3.423,680,28
134.5,3.423,680,28
135.0,3.424,700,28
135.5,3.424,700,28
136.0,3.424,715,29
136.5,3.424,715,29
137.0,3.424,715,29
137.5,3.424,715,29
138.0,3.424,692,29
138.5,3.424,692,29
139.0,3.425,692,29
139.5,3.425,692,29
140.0,3.425,692,29
140.5,3.425,689,29
141.0,3.425,689,29
141.5,3.426,689,30
142.0,3.426,689,30
142.5,3.426,686,30
143.0,3.426,686,30
143.5,3.425,712,30
144.0,3.426,706,30
144.5,3.426,706,30
145.0,3.425,712,30
145.5,3.425,712,30
146.0,3.426,715,31
146.5,3.426,715,31
147.0,3.426,712,31
147.5,3.426,712,31
148.0,3.425,706,31
148.5,3.425,706,31
149.0,3.425,712,31
149.5,3.426,703,31
150.0,3.426,703,31
150.5,3.425,703,32
151.0,3.425,703,32
151.5,3.426,677,32
152.0,3.426,677,32
152.5,3.426,700,32
153.0,3.426,700,32
153.5,3.427,712,32
154.0,3.427,712,32
154.5,3.427,712,32
155.0,3.426,712,33
155.5,3.426,712,33
156.0,3.426,700,33
156.5,3.426,700,33
157.0,3.427,697,33
157.5,3.427,697,33
158.0,3.426,700,33
158.5,3.426,700,33
159.0,3.427,703,33
159.5,3.427,683,34
160.0,3.427,683,34
160.5,3.428,686,34
161.0,3.428,686,34
161.5,3.427,683,34
162.0,3.427,683,34
162.5,3.428,683,34
163.0,3.428,683,34
163.5,3.428,683,34
164.0,3.428,683,34
164.5,3.428,677,35
165.0,3.428,683,35
165.5,3.428,683,35
166.0,3.428,706,35
166.5,3.428,706,35
167.0,3.428,703,35
167.5,3.428,703,35
168.0,3.428,677,35
168.5,3.428,677,35
169.0,3.428,700,35
169.5,3.427,697,36
170.0,3.427,697,36
170.5,3.428,712,36
171.0,3.428,712,36
171.5,3.428,695,36
172.0,3.428,695,36
172.5,3.429,712,36
173.0,3.429,712,36
173.5,3.429,712,36
174.0,3.429,689,37
174.5,3.429,689,37
175.0,3.43,703,37
175.5,3.43,703,37
176.0,3.429,706,37
176.5,3.429,706,37
177.0,3.429,706,37
177.5,3.429,706,37
178.0,3.43,712,37
178.5,3.43,712,37
179.0,3.43,712,38
179.5,3.43,712,38
180.0,3.43,712,38
180.5,3.43,715,38
181.0,3.43,715,38
181.5,3.431,712,38
182.0,3.431,712,38
182.5,3.43,712,38
183.0,3.43,712,38
183.5,3.43,712,39
184.0,3.431,677,39
184.5,3.431,677,39
185.0,3.43,677,39
185.5,3.43,677,39
186.0,3.431,700,39
186.5,3.431,700,39
187.0,3.431,697,39
187.5,3.431,697,39
188.0,3.431,712,40
188.5,3.431,712,40
189.0,3.431,712,40
189.5,3.431,697,40
190.0,3.431,697,40
190.5,3.431,689,40
191.0,3.431,689,40
191.5,3.431,689,40
192.0,3.431,689,40
192.5,3.431,674,41
193.0,3.431,674,41
193.5,3.431,677,41
194.0,3.431,677,41
194.5,3.431,683,41
195.0,3.432,683,41
195.5,3.432,683,41
196.0,3.432,683,41
196.5,3.432,683,41
197.0,3.431,677,42
197.5,3.431,677,42
198.0,3.432,683,42
198.5,3.432,683,42
199.0,3.432,674,42
199.5,3.432,683,42
200.0,3.432,683,42
200.5,3.432,706,42
201.0,3.432,706,42
201.5,3.432,703,42
202.0,3.432,703,42
202.5,3.432,700,43
203.0,3.432,700,43
203.5,3.432,697,43
204.0,3.432,712,43
204.5,3.432,712,43
205.0,3.433,697,43
205.5,3.433,697,43
206.0,3.433,695,43
206.5,3.433,695,43
207.0,3.433,697,44
207.5,3.433,697,44
208.0,3.433,712,44
208.5,3.433,700,44
209.0,3.433,700,44
209.5,3.433,712,44
210.0,3.433,712,44
210.5,3.434,703,44
211.0,3.434,703,44
211.5,3.433,674,45
212.0,3.433,674,45
212.5,3.434,712,45
213.0,3.434,712,45
213.5,3.434,712,45
214.0,3.434,712,45
214.5,3.434,712,45
215.0,3.434,706,45
215.5,3.434,706,45
216.0,3.434,712,46
216.5,3.434,712,46
217.0,3.435,712,46
217.5,3.436,712,46
218.0,3.436,712,46
218.5,3.435,677,46
219.0,3.435,677,46
219.5,3.435,700,46
220.0,3.435,700,46
220.5,3.435,697,47
221.0,3.435,697,47
221.5,3.435,709,47
222.0,3.435,709,47
222.5,3.435,712,47
223.0,3.436,689,47
223.5,3.436,689,47
224.0,3.436,689,47
224.5,3.436,689,47
225.0,3.436,712,48
225.5,3.436,712,48
226.0,3.436,686,48
226.5,3.436,686,48
227.0,3.436,683,48
227.5,3.436,683,48
228.0,3.436,683,48
228.5,3.436,683,48
229.0,3.436,683,48
229.5,3.437,683,48
230.0,3.437,683,48
230.5,3.437,680,49
231.0,3.437,680,49
231.5,3.437,674,49
232.0,3.436,683,49
232.5,3.436,683,49
233.0,3.437,680,49
233.5,3.437,680,49
234.0,3.438,683,49
234.5,3.438,683,49
235.0,3.437,700,50
235.5,3.437,700,50
236.0,3.438,700,50
236.5,3.438,700,50
237.0,3.437,709,50
237.5,3.437,695,50
238.0,3.437,695,50
238.5,3.437,695,50
239.0,3.437,695,50
239.5,3.438,695,51
240.0,3.438,695,51
240.5,3.438,709,51
241.0,3.438,709,51
241.5,3.438,709,51
242.0,3.438,709,51
242.5,3.438,709,51
243.0,3.438,700,51
243.5,3.438,700,51
244.0,3.438,700,52
244.5,3.438,700,52
245.0,3.438,703,52
245.5,3.438,703,52
246.0,3.438,703,52
246.5,3.439,709,52
247.0,3.439,709,52
247.5,3.439,706,52
248.0,3.439,706,52
248.5,3.439,709,53
249.0,3.439,709,53
249.5,3.439,703,53
250.0,3.439,703,53
250.5,3.439,709,53
251.0,3.439,709,53
251.5,3.439,703,53
252.0,3.439,700,53
252.5,3.439,700,53
253.0,3.44,709,54
253.5,3.44,709,54
254.0,3.441,695,54
254.5,3.441,695,54
255.0,3.441,709,54
255.5,3.441,709,54
256.0,3.441,692,54
256.5,3.441,692,54
257.0,3.441,692,54
257.5,3.441,709,55
258.0,3.441,709,55
258.5,3.441,709,55
259.0,3.441,709,55
259.5,3.441,686,55
260.0,3.441,686,55
260.5,3.441,683,55
261.0,3.441,683,55
261.5,3.441,683,55
262.0,3.441,700,55
262.5,3.441,700,55
263.0,3.441,680,56
263.5,3.441,680,56
264.0,3.442,680,56
264.5,3.442,680,56
265.0,3.442,677,56
265.5,3.442,680,56
266.0,3.442,680,56
266.5,3.443,680,56
267.0,3.443,680,56
267.5,3.443,680,57
268.0,3.443,680,57
268.5,3.443,674,57
269.0,3.443,674,57
269.5,3.443,697,57
270.0,3.443,697,57
270.5,3.443,697,57
271.0,3.443,709,57
271.5,3.443,709,57
272.0,3.444,692,58
272.5,3.444,692,58
273.0,3.444,692,58
273.5,3.444,692,58
274.0,3.444,692,58
274.5,3.444,692,58
275.0,3.444,709,58
275.5,3.444,709,58
276.0,3.445,697,58
276.5,3.445,709,59
277.0,3.445,709,59
277.5,3.445,709,59
278.0,3.445,709,59
278.5,3.445,700,59
279.0,3.445,700,59
279.5,3.445,700,59
280.0,3.445,706,59
280.5,3.445,706,59
281.0,3.446,709,60
281.5,3.446,709,60
282.0,3.446,671,60
282.5,3.446,671,60
283.0,3.446,709,60
283.5,3.446,709,60
284.0,3.446,703,60
284.5,3.446,703,60
285.0,3.446,703,60
285.5,3.447,697,60
286.0,3.447,697,60
286.5,3.447,697,61
287.0,3.448,695,61
287.5,3.448,695,61
288.0,3.448,706,61
288.5,3.448,706,61
289.0,3.447,692,61
289.5,3.447,692,61
290.0,3.448,692,61
290.5,3.448,689,62
291.0,3.448,689,62
291.5,3.448,686,62
292.0,3.448,686,62
292.5,3.449,683,62
293.0,3.449,683,62
293.5,3.449,686,62
294.0,3.449,686,62
294.5,3.449,680,62
295.0,3.449,680,62
295.5,3.449,680,63
296.0,3.449,700,63
296.5,3.449,700,63
297.0,3.449,677,63
297.5,3.449,677,63
298.0,3.45,677,63
298.5,3.45,677,63
299.0,3.45,700,63
299.5,3.45,700,63
300.0,3.45,703,64
300.5,3.45,703,64
301.0,3.45,709,64
301.5,3.45,700,64
302.0,3.45,700,64
302.5,3.451,697,64
303.0,3.451,697,64
303.5,3.451,697,64
304.0,3.451,697,64
304.5,3.451,709,65
305.0,3.451,709,65
305.5,3.452,706,65
306.0,3.452,706,65
306.5,3.451,706,65
307.0,3.452,689,65
307.5,3.452,689,65
308.0,3.452,692,65
308.5,3.452,692,65
309.0,3.452,706,66
309.5,3.452,706,66
310.0,3.453,706,66
310.5,3.453,706,66
311.0,3.453,697,66
311.5,3.453,695,66
312.0,3.453,695,66
312.5,3.453,697,66
313.0,3.453,697,66
313.5,3.453,706,66
314.0,3.453,706,66
314.5,3.454,700,67
315.0,3.454,700,67
315.5,3.454,677,67
316.0,3.455,700,67
316.5,3.455,700,67
317.0,3.455,700,67
317.5,3.455,700,67
318.0,3.455,700,67
318.5,3.455,700,67
319.0,3.455,674,68
319.5,3.455,674,68
320.0,3.456,677,68
320.5,3.456,677,68
321.0,3.456,677,68
321.5,3.457,680,68
322.0,3.457,680,68
322.5,3.457,680,68
323.0,3.457,680,68
323.5,3.457,680,69
324.0,3.457,680,69
324.5,3.458,706,69
325.0,3.458,686,69
325.5,3.458,686,69
326.0,3.458,689,69
326.5,3.458,689,69
327.0,3.458,689,69
327.5,3.458,689,69
328.0,3.458,692,70
328.5,3.458,692,70
329.0,3.459,695,70
329.5,3.459,692,70
330.0,3.459,692,70
330.5,3.459,706,70
331.0,3.459,706,70
331.5,3.46,706,70
332.0,3.46,706,70
332.5,3.46,706,71
333.0,3.46,706,71
333.5,3.461,706,71
334.0,3.461,674,71
334.5,3.461,674,71
335.0,3.461,677,71
335.5,3.461,677,71
336.0,3.461,706,71
336.5,3.461,706,71
337.0,3.462,703,71
337.5,3.462,703,71
338.0,3.462,703,72
338.5,3.463,683,72
339.0,3.463,683,72
339.5,3.463,703,72
340.0,3.463,703,72
340.5,3.464,703,72
341.0,3.464,703,72
341.5,3.464,703,72
342.0,3.464,703,72
342.5,3.465,703,73
343.0,3.465,703,73
343.5,3.465,703,73
344.0,3.465,703,73
344.5,3.465,703,73
345.0,3.465,680,73
345.5,3.465,680,73
346.0,3.466,703,73
346.5,3.466,703,73
347.0,3.466,703,74
347.5,3.466,703,74
348.0,3.466,703,74
348.5,3.467,703,74
349.0,3.467,703,74
349.5,3.468,674,74
350.0,3.468,674,74
350.5,3.468,674,74
351.0,3.468,674,74
351.5,3.469,674,75
352.0,3.469,703,75
352.5,3.469,703,75
353.0,3.469,703,75
353.5,3.469,703,75
354.0,3.47,703,75
354.5,3.47,703,75
355.0,3.471,703,75
355.5,3.471,703,75
356.0,3.471,689,76
356.5,3.471,689,76
357.0,3.472,689,76
357.5,3.473,683,76
358.0,3.473,683,76
358.5,3.474,683,76
359.0,3.474,683,76
359.5,3.474,703,76
360.0,3.474,703,76
360.5,3.475,700,76
361.0,3.475,700,76
361.5,3.476,700,77
362.0,3.476,700,77
362.5,3.477,700,77
363.0,3.477,700,77
363.5,3.477,700,77
364.0,3.478,700,77
364.5,3.478,700,77
365.0,3.479,700,77
365.5,3.479,700,77
366.0,3.48,700,78
366.5,3.48,700,78
367.0,3.481,700,78
367.5,3.482,700,78
368.0,3.482,700,78
368.5,3.483,729,78
369.0,3.483,729,78
369.5,3.484,729,78
370.0,3.484,729,78
370.5,3.485,697,79
371.0,3.485,697,79
371.5,3.486,724,79
372.0,3.486,724,79
372.5,3.487,700,79
373.0,3.488,721,79
373.5,3.488,721,79
374.0,3.49,697,79
374.5,3.49,697,79
375.0,3.491,697,80
375.5,3.491,697,80
376.0,3.492,695,80
376.5,3.492,695,80
377.0,3.494,718,80
377.5,3.494,718,80
378.0,3.495,695,80
378.5,3.496,695,80
379.0,3.496,695,80
379.5,3.497,695,81
380.0,3.497,695,81
380.5,3.499,695,81
381.0,3.499,695,81
381.5,3.501,695,81
382.0,3.501,695,81
382.5,3.502,695,81
383.0,3.502,695,81
383.5,3.504,695,81
384.0,3.506,700,82
384.5,3.506,700,82
385.0,3.508,695,82
385.5,3.508,695,82
386.0,3.511,695,82
386.5,3.511,695,82
387.0,3.513,692,82
387.5,3.513,692,82
388.0,3.515,718,82
388.5,3.515,718,82
389.0,3.518,715,83
389.5,3.52,689,83
390.0,3.52,689,83
390.5,3.522,706,83
391.0,3.522,706,83
391.5,3.527,709,83
392.0,3.527,709,83
392.5,3.53,689,83
393.0,3.53,689,83
393.5,3.532,689,84
394.0,3.532,689,84
394.5,3.535,709,84
395.0,3.539,697,84
395.5,3.539,697,84
396.0,3.542,709,84
396.5,3.542,709,84
397.0,3.547,709,84
397.5,3.547,709,84
398.0,3.553,709,84
398.5,3.553,709,84
399.0,3.534,348,85
399.5,3.534,348,85
400.0,3.504,380,85
400.5,3.504,380,85
401.0,3.505,406,85
401.5,3.504,397,85
402.0,3.504,397,85
402.5,3.505,406,85
403.0,3.505,406,85
403.5,3.505,397,85
404.0,3.505,397,85
404.5,3.505,374,85
405.0,3.505,374,85
405.5,3.505,397,85
406.0,3.504,374,85
406.5,3.504,374,85
407.0,3.505,365,86
407.5,3.505,365,86
408.0,3.505,345,86
408.5,3.505,345,86
409.0,3.505,336,86
409.5,3.505,336,86
410.0,3.504,307,86
410.5,3.504,305,86
411.0,3.504,305,86
411.5,3.504,296,86
412.0,3.504,296,86
412.5,3.504,293,86
413.0,3.504,293,86
413.5,3.504,296,86
414.0,3.504,296,86
414.5,3.504,267,86
415.0,3.504,267,86
415.5,3.505,270,86
416.0,3.505,267,86
416.5,3.505,267,86
417.0,3.505,267,86
417.5,3.505,267,86
418.0,3.505,250,87
418.5,3.505,250,87
419.0,3.505,223,87
419.5,3.505,223,87
420.0,3.505,238,87
420.5,3.505,238,87
421.0,3.504,241,87
421.5,3.504,200,87
422.0,3.504,200,87
422.5,3.504,212,87
423.0,3.504,212,87
423.5,3.504,194,87
424.0,3.504,194,87
424.5,3.504,194,87
425.0,3.504,194,87
425.5,3.504,186,87
426.0,3.504,186,87
426.5,3.504,183,87
427.0,3.505,171,87
427.5,3.505,171,87
428.0,3.505,171,87
428.5,3.505,171,87
429.0,3.505,154,87
429.5,3.505,154,87
430.0,3.505,151,87
430.5,3.505,151,87
431.0,3.505,151,87
431.5,3.504,148,87
432.0,3.504,148,87
432.5,3.505,134,87
433.0,3.505,134,87
433.5,3.505,131,87
434.0,3.505,131,87
434.5,3.504,131,87
435.0,3.504,131,87
435.5,3.505,113,87
436.0,3.505,113,87
436.5,3.505,128,87
437.0,3.505,96,88
437.5,3.505,96,88
438.0,3.504,96,88
438.5,3.504,96,88
439.0,3.504,110,88
439.5,3.504,110,88
440.0,3.504,100,88
440.5,3.504,100,88
441.0,3.504,100,88
441.5,3.504,100,88
442.0,3.504,100,88
442.5,3.504,100,88
443.0,3.504,100,88
443.5,3.504,100,88
444.0,3.504,100,88
444.5,3.504,100,88
445.0,3.504,100,88
445.5,3.504,100,88
446.0,3.504,100,88
446.5,3.504,100,88
447.0,3.504,100,88
447.5,3.504,100,88
448.0,3.504,100,88
448.5,3.504,100,88
449.0,3.504,100,88
449.5,3.504,100,88
450.0,3.504,100,88
450.5,3.504,100,88
451.0,3.504,100,88
451.5,3.504,100,88
452.0,3.506,0,88
452.5,3.506,0,88
453.0,3.504,0,88
453.5,3.504,0,88
454.0,3.504,0,88
454.5,3.504,0,88
455.0,3.504,0,88
455.5,3.504,0,88
456.0,3.504,0,88
456.5,3.504,0,88
457.0,3.504,0,88
457.5,3.504,0,88
458.0,3.504,0,88
458.5,3.504,0,88
459.0,3.504,0,88
459.5,3.504,0,88
460.0,3.504,0,88
460.5,3.504,0,88
461.0,3.504,0,88
461.5,3.504,0,88
462.0,3.504,0,88
462.5,3.504,0,88
463.0,3.504,0,88
463.5,3.504,0,88
464.0,3.504,0,88
464.5,3.504,0,88
465.0,3.504,0,88
465.5,3.504,0,88
466.0,3.504,0,88
466.5,3.504,0,88
467.0,3.504,0,88
467.5,3.504,0,88
468.0,3.504,0,88
468.5,3.504,0,88
469.0,3.504,0,88
469.5,3.504,0,88
470.0,3.504,0,88
470.5,3.504,0,88
471.0,3.504,0,88
471.5,3.504,0,88
472.0,3.504,0,88
472.5,3.504,0,88
473.0,3.504,0,88
473.5,3.504,0,88
474.0,3.504,0,88
474.5,3.504,0,88
475.0,3.504,0,88
475.5,3.504,0,88
476.0,3.504,0,88
476.5,3.504,0,88
477.0,3.504,0,88
477.5,3.504,0,88
478.0,3.504,0,88
478.5,3.504,0,88
479.0,3.504,0,88
479.5,3.504,0,88
