SN,Volatge,Current,mAH
849.0,3.514,313,77
849.5,3.518,313,77
850.0,3.518,313,77
850.5,3.522,287,77
851.0,3.522,287,77
851.5,3.525,287,77
852.0,3.529,287,77
852.5,3.529,287,77
853.0,3.533,287,77
853.5,3.533,287,77
854.0,3.537,310,78
854.5,3.537,310,78
855.0,3.542,310,78
855.5,3.542,310,78
856.0,3.546,310,78
856.5,3.546,310,78
857.0,3.55,307,78
857.5,3.55,307,78
858.0,3.555,307,78
858.5,3.545,0,78
859.0,3.545,0,78
859.5,3.511,0,78
860.0,3.511,0,78
860.5,3.504,0,78
861.0,3.504,0,78
861.5,3.504,0,78
862.0,3.504,0,78
862.5,3.504,0,78
863.0,3.502,171,78
863.5,3.502,171,78
864.0,3.504,128,78
864.5,3.504,128,78
865.0,3.505,110,78
865.5,3.505,110,78
866.0,3.505,107,78
866.5,3.505,107,78
867.0,3.504,105,78
867.5,3.504,105,78
868.0,3.504,105,78
868.5,3.504,100,78
869.0,3.504,100,78
869.5,3.504,100,78
870.0,3.504,100,78
870.5,3.504,100,78
871.0,3.504,100,78
871.5,3.504,100,78
872.0,3.504,100,78
872.5,3.504,100,78
873.0,3.504,100,78
873.5,3.504,100,78
874.0,3.504,100,78
874.5,3.504,100,78
875.0,3.504,100,78
875.5,3.504,100,78
876.0,3.504,100,78
876.5,3.504,100,78
877.0,3.504,100,78
877.5,3.504,100,78
878.0,3.504,100,78
878.5,3.506,0,78
879.0,3.506,0,78
879.5,3.506,0,78
880.0,3.506,0,78
880.5,3.504,0,78
881.0,3.504,0,78
881.5,3.504,0,78
882.0,3.504,0,78
882.5,3.504,0,78
883.0,3.504,0,78
883.5,3.504,0,78
884.0,3.504,0,78
884.5,3.504,0,78
885.0,3.504,0,78
