0,3.025,0
0,3.338,100
0,3.34,100
0,3.341,100
0,3.342,100
0,3.343,100
0,3.344,100
0,3.345,100
0,3.345,100
0,3.346,100
0,3.346,100
0,3.347,100
0,3.347,100
0,3.348,100
0,3.348,100
0,3.348,100
0,2.847,0
0,2.847,0
0,2.847,0
0,2.84,0
0,3.335,100
0,3.338,100
SN,Volatge,Current
0,2.834,0
0,3.327,100
0,3.328,100
0,3.33,100
0,3.331,100
0,3.333,100
SN,Volatge,Current
0,3.122,0
0,3.333,100
0,3.335,100
0,3.337,100
0,3.339,100
0,3.34,100
0,3.34,100
0,3.341,100
